product_id,content,sentiment,sentiment_label
1000049359710,포장 배송 너무 만족합니다,2,2
1000049359710,순두부찌개 쉽게 조리할 수 있어 좋아요. 맛은 중간정도에요.,0,0
1000049359710,순두부 찌개요리재료. 맛있어요,2,2
1000049359710,일반 순두부찌개 베이스 구입해서 조리해 먹다가 밀키트 처음 사봤는데  별루네요 ㅜ,1,1
1000049359710,"쓱배송으로 잘 받았어요
맛있어요",2,2
1000049359710,아주좋습니다 만족합니다.,1,1
1000049359710,만족도 100입니다,2,2
1000049359710,항상 구매하는 제품이예요,2,2
1000049359710,요리하기도 쉽고 좋아요,2,2
1000049359710,간편하게 먹기 좋아요 두번은 먹었네요 2명이서,2,2
1000049359710,좀 자극적이긴하네요,2,2
1000049359710,아직 안먹어봤는데 ㅎㅎ 맛있겠죠!,1,1
1000049359710,잘 샀어요 간조절만 잘하면 맛있어요,2,2
1000049359710,아직 안먹음 낭짜 지나가 전에 먹어야쥐,1,1
1000049359710,간도 딱 맞고 맛있네요,2,2
1000049359710,유통기한이 하루 남은 제품이 배송 된것 까지는 그럴 수 있지만 채소가 상해서 시큼한 냄새가 너무 났어요.,0,0
1000049359710,맛잇고 배송도 편해서 좋아요,2,2
1000049359710,최고의 상품 ! 자주 구매합니다,2,2
1000049359710,"처음 사서 먹어 봅니다.
그냥 보통 입니다.",0,0
1000049359710,매콤하니 맛있습니다.,1,1
1000049359710,간편하니 딱 좋아요,2,2
1000049359710,간단해서 가끔 해먹어요,2,2
1000049359710,저렴하게 잘 샀어요,2,2
1000049359710,빠른배송감사합니다~,2,2
1000049359710,순두부찌개가 정말 맛있어요.,0,0
1000049359710,좋아요 좋아요 좋아요,2,2
1000049359710,괜춘한듯 근데 물려요,2,2
1000049359710,늘 믿고 먹어요 맛있어요,2,2
1000049359710,한끼 식사하로 너무 너무 간편하네요,2,2
1000049359710,가격도 저렴하고 제품 양도 많아요! 다음에 또 살거에요!,2,2
1000049359710,자주 구매합니다. 상품 좋아요.,1,1
1000049359710,맛있어요~  자주 사먹게 됩니다,2,2
1000049359710,가끔 사요. 간단히 먹을려구요,1,1
1000049359710,매번 자주 사먹는 순두부찌개인데 언제나맛있어요~재료도 싱싱하구요,2,2
1000049359710,저렴하게 잘 구매했습니다,2,2
1000049359710,가성비갑 제품입니다,2,2
1000049359710,항상 저렴하게 구매합니다.,0,0
1000049359710,맛있어요 재구매할게요 ㅋㅋ,2,2
1000049359710,조금 자극적인 맛이에요,2,2
1000049359710,여기에 순두부랑 해물만 좀 더 추가해서 먹어요. 양념이 맛있네요,2,2
1000049359710,"약간 매워요 소스 조정 잘해야 할듯요
비오는데 배송 감사해요",2,2
1000049359710,피코크 순두부찌개가 맛있다고 추천받아서 사봤어요. 주말에 해먹어보려고요.,0,0
1000049359710,잘 먹고 있습니다.,2,2
1000049359710,간편하게 먹을수 있어서 좋아요,2,2
1000049359710,좋아요좋아요 만족합니다,2,2
1000049359710,맛은별로없어요 그냥먹어요,2,2
1000049359710,맛있어요 추천합니다~,2,2
1000049359710,좋아요 좋아요 좋아요 ㅎㅎ,2,2
1000049359710,재료가 다 있어 간단히 만들 수 있으니 좋네요. 맛도 괜찮아요.,0,0
1000049359710,너무맛있어요~~~너무맛있어요너무맛있어요,2,2
1000049359710,배송빨라요추천합니다,2,2
1000049359710,편하고 맛있어요  좋아요,2,2
1000049359710,간편하게 순두부 가능!,1,1
1000049359710,늘 시키는 제품~ 좋습니다.,0,0
1000049359710,집에 있는 야채추가해서 드시면 더 좋아요,2,2
1000049359710,자주 구입하는 상품 만족,2,2
1000049359710,매우 만족합니다ㅋㅋㅋㅋ,2,2
1000049359710,찌개를 간편하게 할수있어 좋아요,2,2
1000049359710,항상 재구매하는 상품입니다,2,2
1000049359710,살짝 매꼼한 순두부 살살할때 굳,2,2
1000049359710,"입 맛 없을때 칼칼하게 딱
계란도 같이 들어있어오",2,2
1000049359710,계란이 깨진게 왔지만 그래도 맛있게 먹었어요,2,2
1000049359710,맛있어요  괜찮습니다,2,2
1000049359710,늘 구매하는 제품입니다,2,2
1000049359710,피코크 밀키트야 말해뭐해요♡♡,2,2
1000049359710,너무 맛있어서 자주 구매햐요,2,2
1000049359710,너무 맛있어요 궁물 최고,2,2
1000049359710,맛있어요 맛있어요^^,2,2
1000049359710,그냥 보통.  야치는 잘 들어있어요,2,2
1000049359710,편하고 맛있게 한끼,2,2
1000049359710,이마트에 사먹곤 너무 맛있어서 쓱배송도 시켰어요. 간단하고 맛나요!,0,0
1000049359710,피코크 밀키트 신선하고 좋아요,2,2
1000049359710,좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요,1,1
1000049359710,저렴하게 잘 샀어요.,0,0
1000049359710,행사로 저렴한 가격에 잘 샀어요!,1,1
1000049359710,자주구매합니다~굿~~,2,2
1000049359710,신선하고 포장 좋고 맛있습니다,2,2
1000049359710,쓱배송 편하게 잘 구입했어요,2,2
1000049359710,아주 간단하게 맛있는 순두부 만들 수 있어서 좋았어요,2,2
1000049359710,야채를 따로 준비하지 않고 아주 편하고 맛잇어요,2,2
1000049359710,괜찮아요 이마트 밀키트 하나같이 먹을만해서 좋아요,2,2
1000049359710,가격대비 가성비 짱 입니다!!,1,1
1000049359710,간결한 순두부 찌개를 먹고 싶을 때 안성 맞춤,2,2
1000049359710,"잘 시켜먹는건데 이번엔 배송이 좀 실망스러웠네요
계란이 안에서 깨져서 엉망이더라구요ㅜㅜ",2,2
1000049359710,"요거물건이에요 ㅋ
넘 맛있어요
이렇게 간편하게 키트가나와서
ㅠ 요리못해도 세상편한세상
흑 ㅋ ㄱ ㅋ ㄱ",1,1
1000049359710,아들 혼자서도 잘 뜸ㅎ여 먹어요.,0,0
1000049359710,자주구입 . 만족. 해요,0,0
1000049359710,"가끔사먹는거라 주문했어요. 같이 들어있는계란이 깨져있어요,,
맛은있는데 배송할때 주의해줬으면 좋겠네요",1,1
1000049359710,입에 착달라붙는 맛이에요,2,2
1000049359710,잘 받았습니다. 집에서 편하게 받아서 좋아요.,1,1
1000049359710,만들기 편리해서 구입했는데 맛은..떡볶이 소스맛?,2,2
1000049359710,최고예요!,1,1
1000049359710,순두부찌개 무난해서 자주 구매해요,2,2
1000049359710,맛있고 간편해서 좋아요,2,2
1000049359710,자주 이용하고있네요,2,2
1000049359710,간단하게 해먹기 좋아요,2,2
1000049359710,조리가 간편하고 맛있어요,2,2
1000049359710,"간단해서 좋네요
금액도저렴해요",2,2
1000049359710,양도 많고 요리가 아주 편합니다! 맛도 굿,1,1
1000049359710,피코크 순두부찌개 너무 맛나요.,0,0
1000049359710,잘받았어요 괜찮습니다,2,2
1000049359710,저렴해서 더 좋아요,2,2
1000049359710,항상 구매합니다..맛있어요,1,1
1000049359710,추천합니다 배송빨라요,2,2
1000049359710,자주 구매하고 있습니다 감사합ㄴ디ㅏ 잘 사용할게요,2,2
1000049359710,내용물도 맛도 별로예요!,1,1
1000049359710,간단하게 해 먹을수 있는 순두부찌개,1,1
1000049359710,맛집 청국장 같아요 맛있어요,2,2
1000049359710,순두부찌개를 너무 좋아해서 구매했는데 너무 맛있었는데 순두부가 생각보다 잘 부서져서 먹을때 순두부 찾기를 했지만 맛이 좋아 담에 또 먹고 싶다는 생각을 하게 만드는 제품입니다.,0,0
1000049359710,앙파랑 파가야 찌끄러기 넣어놓은거같지만 맛은 최고,2,2
1000049359710,배송편해서좋아요자주애용할께요,2,2
1000049359710,피코크 순두부찌개가 젤 맛있어요,2,2
1000049359710,한끼 식사로 딱 좋아요,2,2
1000049359710,마싯어요 구? ! ㅋㅋ,2,2
1000049359710,좋은상픔 감사합니다,2,2
1000049359710,순하고 맛있어요!!!,1,1
1000049359710,맛나게 잘 먹었네요.,0,0
1000049359710,맛있어요 좋습니다 ㅎ ㅎ,2,2
1000049359710,좀 매워요. 혀가 좀 아팠음..,2,2
1000049359710,감편하게 요리할수 있어 좋아요 맛있어요,2,2
1000049359710,새벽배송으로 빨리 받아봐서 좋아요,2,2
1000049359710,"간편하게 키트로 와서 정말 라면 끓여먹듯이 편하게
먹을수 있었어요~
재료 더 추가해 먹으면 좋을것같ㅇ네요 맛있어요!",1,1
1000049359710,싸고 좋아요 맛있어요,2,2
1000049359710,아는맛 급할때 간단하게 좋아요^^,2,2
1000049359710,말해 모해 무적권 사먹어야죠,2,2
1000049359710,항시 구매 하는 품목... 좋아용 ^^*,0,0
1000049359710,배달도좋고상품도만족해요,2,2
1000049359710,"계속 품절돼 구매하기 어려운점 말고는 좋아요. 적정물양에 비해 건더기가 적어
호박. 양파. 순두부 더 첨가해 먹으니 짜지 않고 좋습니다.",0,0
1000049359710,식당 순두부 처럼 맛있어요. 또 먹고 싶어요,2,2
1000049359710,"리뷰가 좋아서 구매했는데 일단 조리하기가 너무 편하네요~
맛은 있는데 모두가 다 아는 맛이에요~
호박을 더 넣어서 끓였습니다~
다른 야채나 돼지고기 다짐육 넣으면 더 맛있을 것 같아요~~~
매콤하구요 라면스프맛? 가격대비 만족합니다.",2,2
1000049359710,빠른배송 감사합니다,2,2
1000049359710,순두부찌개 맛있게 먹었습니다,2,2
1000049359710,매콤하고 괜찮앗어요,2,2
1000049359710,"아직 먹어보진 않았는데 유통기간이 너무
짧아요. ㅠㅠ",1,1
1000049359710,"간편해서 이용해봤어요.
맛보다 편함이",1,1
1000049359710,우리 가족 입맛엔 별로였나봐요 다른 순두부가 더 낫다고해서  또 주문은 생각해봐야겠어요 세일할때 사면 가성비는 정말 좋은거 같아요,2,2
1000049359710,"상태도 그냥 그랬고
맛이 일반적으로 생각하는 순두부찌개 맛이 아니었어요
고추장찌개맛??",0,0
1000049359710,"2인분에 이 가격이면 저렴하네요
계란부터 팽이버섯 야채 모두 있어서 다른거 더 추가 안해도 되네요
매콤하니 맛있게 먹었어요",1,1
1000049359710,처음 샀어요 저희 딸이 좋아하네요 간도 적당고 맵지도  않고 부드럽고 좋습니다.,1,1
1000049359710,맛있어보이고 간편해보여서 구매해봐요,2,2
1000049359710,잘받았어요 많이파세요,2,2
1000049359710,편하게 쉽게 잘 해먹었어여 ㅎㅎ,2,2
1000049359710,아주 마음에 들고 싸고 좋습니다.,1,1
1000049359710,간편하고 매콤하니 맛있습니다.,0,0
1000049359710,찌개 끊이기 귀찮을�� 쓱~~ 해먹기 좋아요 ㅎㅎ,2,2
1000049359710,유통기한 하루 남을 걸 보내줘서 온라인으로 주문하는건 공산품이나 주문해야겠네요.,1,1
1000049359710,피코크가 의외로 재료 사서 하기에 괜찮아서 종종 삽니다.,0,0
1000049359710,음식 준비할 시간 없을 때 요긴하게 사용해요.,2,2
1000049359710,간편하게 조리되니 더 좋아요,2,2
1000049359710,항상 잘 이용해요 맛있습니다 쓱배송 최고 !!,1,1
1000049359710,좋은상품 감사합니다,2,2
1000049359710,맛있었어요~ 너무 만족해요 자주 구매중입니다.,0,0
1000049359710,맛도 좋고 조리도 쉬웠어요~,2,2
1000049359710,진짜 금방 끓였어요,2,2
1000049359710,"최고예요!수정 삭제

순두부찌게를 1인분씩 덜어서 밥과 한끼씩 먹으면 좋아요.
나머지는 그릇에 보관하여 1인분씩 덜어서 먹으면 간편합니다. 맛은 좀 싱겁게 느껴질수 있지만 취향에 따라 고추장이나 고추가루를 추가해서 간을 맞춰도 좋습니다.",0,0
1000049359710,맛있게 잘먹었습니다,2,2
1000049359710,요거 맛나고 좋아요,2,2
1000049359710,항시 구매 하는 품목... 좋아용 ^^*,0,0
1000049359710,싸고 편하게 잘받았어요,2,2
1000049359710,회먹고 매운탕 대신먹으면 마무리 되는 느낌,2,2
1000049359710,좋아요 맛있어요 맛있어요,2,2
1000049359710,맛있어요 자주 사먹습니다,2,2
1000052494018,저렴하게 잘 구매한거 같습니다. 좋습니다.,1,1
1000052494018,무난합니다 가끔사먹어요,2,2
1000052494018,재료가 신선하지않고 양도 적고 별로에요 실망,2,2
1000052494018,맛있게 잘먹었습니다 ~~^^,2,2
1000052494018,"고기는 비계가 반이라 거의 떼어내고 조리했어요
맛은 그냥..
재구매는 없습니다",1,1
1000052494018,항상 애용하는 상품 입니다.,0,0
1000052494018,너무 맛있고 좋아요 여러 번 시켜먹습니다,2,2
1000052494018,재료도 신선하고 조리법도 간단한데다 맛도 좋아요,2,2
1000052494018,맛있어서 여러번  시켜먹고있어요.,0,0
1000052494018,마라샹궈 사먹는것만큼의 퀄리티입니다,2,2
1000052494018,맛있어요~~~~ 대신 좀 짠편이라서 집에 있는 다른 야채나 햄 같은거 더 넣어 먹으면 딱 좋습니다,2,2
1000052494018,"마라상궈 집에서 해 먹기 편하고 맛이 좋아요,.",2,2
1000052494018,양많고 괜찮아요 추천,2,2
1000052494018,너무 맛있어요 다음에 또 시켜 먹을께요,2,2
1000052494018,맛있어요!! 사먹는거같아여,2,2
1000052494018,돼지목심 바로구이를 듬뿍 넣어서 해먹었어요. 그냥 먹을만 해요,2,2
1000052494018,재료가 좀더 풍성하면 좋겠어요,2,2
1000052494018,기대 안했었는데 생각보다 괜찮았어요,2,2
1000052494018,아이들이좋아해서자주구매해요,2,2
1000052494018,전 마라랑 안 친해서 별로.  그래도 맛나게 먹은 사람이 있으니 굿~~ 마라탕만 먹다 볶음이라 새롭다네요,2,2
1000052494018,피코크 제품 좋아요.,2,2
1000052494018,"피코크 밀키트,맛있어요",2,2
1000052494018,맛 강도가 조금 약하지만 순한맛 좋아하는 분들은 좋아하실듯합니다.,0,0
1000052494018,잘 산 것 같습니다,2,2
1000052494018,"자주 구입하는
제품입니다 만족!!",1,1
1000052494018,빠른배송 잘받았습니다,2,2
1000052494018,"그 어떤 마라상궈보다  맛있네요.
중독되는 맛",2,2
1000052494018,자꾸 생각나는 맛,2,2
1000052494018,이거 존맛텡이에영 ㅎ,2,2
1000052494018,마라상궈중에 제일 맛있어요,2,2
1000052494018,넉넉하고 잘쓰고 있어요,2,2
1000052494018,저렴하게 잘 샀어요,2,2
1000052494018,배송잘받았습니다좋아요,2,2
1000052494018,생각보다 맛있게 잘 먹었어요,2,2
1000052494018,마라가 아주 강하지않아서 먹기편해요 맛있어요,2,2
1000052494018,캠핑장가서 해먹었어요!,2,2
1000052494018,저렴한가격에 잘구매했습니다 배송빠르고 좋습니다 맛있어요 잘먹고있어요,2,2
1000052494018,네 좋아요 아이가 좋아해서,2,2
1000052494018,맛있게 잘 먹었어요,2,2
1000052494018,"매번 구매하는 제품인데요, 집에 쟁여놓고 먹기 좋아요^^
가성비도 짱입니다~",2,2
1000052494018,맛있어서 항상 재구매해요,2,2
1000052494018,양이 넘 적어요.,1,1
1000052494018,자주 구매합니다! 좋아요!!,1,1
1000052494018,간편하게 집에서 조리가 가능해서 좋네요. 다음에 또 먹으려구요,2,2
1000052494018,상품도 만족 배송도 만족해요,2,2
1000052494018,맛있어요~ 맛있어요,2,2
1000052494018,가성비 최고. 애들도 무쟈게 잘 먹어요.,0,0
1000052494018,"배송때문에 좀 그랬지만
상품은 좋아요",1,1
1000052494018,마라샹궈 제 입맛엔 느끼하네요,2,2
1000052494018,기대이상 맛있어요 ㅋㅋ 기존 마라샹궈보다 약하지만 남편이 원래 마라샹궈 못먹는데 이건 먹네요 ㅋㅋ 한국인 입맛에 잘 맞춰서 만든거같아요 또 사먹을거같아요,1,1
1000052494018,늘먹던거에요~ 좋습니다^^,2,2
1000052494018,소스가 두개 들어있는데 하나만 써도 맛있었어요!,1,1
1000052494018,집에서 즐길수 있어 좋아요 애들이 좋아해요,2,2
1000052494018,진짜 가장 좋아하는 마라샹궈가 됐습니다~,0,0
1000052494018,간단하게 조리하기 쉽고 아이들이 좋아해요,2,2
1000052494018,마라 땡길때 한번씩 먹어요 배달은 찜찜하고,2,2
1000052494018,그냥 딱 그 가격만큼이랍니다 채소에 비해 고기가 많아요,2,2
1000052494018,"처음 구매했는데요
일단 구성품은 좋으나 엄청 자극적이고 짜서 그런지 배가 아플
정도네요",1,1
1000052494018,주문 잘했어요. 좋아요.,0,0
1000052494018,"밀키트라 고기만 조금 더 첨가하면 먹기 편해요
밀키트 고기는 좀 그래요",2,2
1000052494018,피코크 마라샹궈 기냥 그래요 가격대비 재구매는 아닐듯요,2,2
1000052494018,말할 엄청 좋아해서 샀어요 만족해요,2,2
1000052494018,재료가 풍성해요 근데 많이 매워서 소스 양 조절해서 넣으세요,1,1
1000052494018,간편하게 조리하고 맛도 좋아요,2,2
1000052494018,"맛도 괜찮고 잘 포장되어 왔어요
양이 좀 부족한가 싶었는데 먹다보니 2인분 괜찮았구요",1,1
1000052494018,화끈화끈 냠냠 맛있게 저녁을 호로록!,1,1
1000052494018,"싸고 맛나게 잘 먹었습니다!!
배송도 빠르고 좋았습니다!!",0,0
1000052494018,마라샹궈 맛나게 먹었습니당,2,2
1000052494018,새우랑 양파등 더 추가했는데 너무 맛있었어요 고기도 지방과 적절했어요,2,2
1000052494018,고기도 많고 맛있어요. 당면 사다가 넣어도 괜찮네여.,0,0
1000052494018,야채가 너무 적게 들어있고 소스맛이 좀 특이한가같아요 ㅋㅋ;; 달짝지근하면서 마라향이 별로 안나서 화조유 좀 더 넣고 먹었네요~ 집에있는 야채도 추가했습니다,2,2
1000052494018,간편하게 마라샹궈 ㅎㅎ,2,2
1000052494018,"예쁜 그릇에  예쁘게 담고 통깨를 뿌려주고
맛있게  냠냠 먹어용.
2인분 정도 되는데  집에 있던 고기와 야채 더 첨가하니  3인분이 됐어요~",1,1
1000052494018,고기 조금 더 넣어서 해주면 아이들이 엄청 잘 먹어요. 소스는 조절해서 넣으세요,2,2
1000052494018,호불호가 갈리지만 저는 맛있어요,2,2
1000052494018,좋아요 ~ 자주구매하는 상품이에요,2,2
1000052494018,항상 대만족 너무 맛있어요 근데 양이 1.5인분 정도 인듯 ㅠ,2,2
1000052494018,맛있고 좋은데 기름파티가 될수있음,2,2
1000052494018,세일할때 도전해 봤는데 맛있어요!!! 구성도 좋고 짱짱,0,0
1000052494018,"매운거 좋아하지만 너무 매운건 못먹어서 많이 매울까봐 소스 다 넣지 않았는데 다 넣어도 될 뻔 했어요.
많이 맵지 않고 맛있게 맵고 얼얼합니다. 
소스 배합이 좋은 것 같아요. 
근데 양이 적어요. 
1.5인분?
혼자 다 먹어도 엄청 배부를 정도는 아니어서
2인분이라고 하기엔 양이 적습니다.",0,0
1000052494018,신선해요좋아요굿굿 ㅌ,2,2
1000052494018,이거 소스 다 넣으면 짜서 추가적으로 재료를 더 넣어야 해요!',0,0
1000052494018,맵찔이라 소스 1개만 넣었는데 괜찮았어요. 그냥 가끔 사먹어볼만 한 것 같아요,1,1
1000052494018,애들이 만들어 먹어봤는데 생각보단 그저 그러내요,2,2
1000052494018,"그냥 그냥 마라좋아하면 한번 해먹을 만한 밀키트인데, 짠편이니 야채 추가 필수",1,1
1000052494018,맛있어요 청경채도 추가필스,2,2
1000052494018,아주 좋은 제품입니다,2,2
1000052494018,"재구매에요
지난번 먹고 너무 맛있어서요
지난번엔 기본재료로 소스1개만 넣고 했고
이번엔 집에있는 배추랑 우동사리 조금 추가해서 소스 다 넣어봤어요 
지난번에 강렬하게 매웠는데 오늘은 배추를 많이 넣어서 그런지 거의 안매웠어요! 
마라먹고싶을때 가끔씩 사서 먹음 좋으네요!!",2,2
1000052494018,"고기의 퀄리티가 말도 못하네요. 이런건 고기가 아니라 ""지방덩어리""라고 하는겁니다",0,0
1000052494018,좋아요 굿굿! 최고에요,1,1
1000052494018,집에 있는 야채와 고기 추가해서 먹었어요 환상적..,2,2
1000052494018,간단하게 만들수있아서 좋아요,2,2
1000052494018,자주 이용하는 제품이에요~ 마라탕보다 더 좋아해요,2,2
1000052494018,팬에볶아서 먹는게 좀 불편해요 소스하나를 덜 넣어서인지 평소 배달해먹는 샹궈맛이 아니였어요 맛없었어요 타제품도 이것저것먹어봤지만 마라샹궈는 그냥 마라요리전문점에서 먹는걸로~,2,2
1000052494018,맛있어요 고추 추가해서 먹어요,2,2
1000052494018,소스 무작정 다 넣으면 짤것 같아요! 소스조절해서 맛나게먹었습니다!,0,0
1000052494018,자주 구매하는 제품이에요 온가족 즐겨먹어요,2,2
1000052494018,"마라샹궈 밀키트는 피코크가 최고입니다
불맛나고 마라한게 굿",2,2
1000052494018,예상보다 훨씬 맛있었어요!! 전문점에 가서 먹는 것과 똑같은 맛이 납니다,2,2
1000052494018,"저녁에 먹으려고 주문해서 요리하는데 아무리 밀키트라도 이런 지방덩어리 고기와 시든 숙주를 주면 안돼죠...거의 2/3가 넘게 지방인 고기를 소고기라 주고 숙주도 모자랼까 1봉지 새로 더 샀는데 밀키트 숙주와 새로산 숙주의 신선도가 너무나도 차이납니다... 소비자는 돈주고 사먹는데 이런 눈속임으로 먹는거 팔지마세요... 반품,환불받고싶네요...",0,0
1000052494018,맛있어요 들어있는것 만큼 야채 새우 더넣고 볶아도 소스가 넉넉하고 맛있엉노,1,1
1000052494018,자주 시켜먹는 밀키트에요! 맛있어요,1,1
1000052494018,자주애용하는 마라샹궈,2,2
1000052494018,잘받았습니다 감사합니다,2,2
1000052494018,맛있는데 건더기가 좀 부족해요,2,2
1000052494018,괜찮아요가성비좋아요,2,2
1000052494018,생각보다 맛있었어요 근데 야채가 좀 부족해요,2,2
1000052494018,이거 진짜 개ㅐㅐ존맛,2,2
1000052494018,마라맛 땡길때 간편하게 즐기수 있어 좋아요,2,2
1000052494018,"넘 맛있네요 조리방법도 간단하니
다시 또 시켜먹을 것 같아요",2,2
1000052494018,맛있어서  계속 구매,2,2
1000052494018,자주 구입하는 제품입니다,2,2
1000052494018,맛있어요. 조리도 쉬워서 금방 할수있어요,1,1
1000052494018,첫도전치고 성공한듯요,2,2
1000052494018,이마트용 마라샹궈 맛나요 중독,2,2
1000052494018,맛있어서 꾸준히 시켜먹고 있는 제품이에요ㅠㅠ,2,2
1000052494018,저렴하게 잘 구입했습니다,2,2
1000052494018,"양은 좀 적지만 추가로 당면, 버섯,새우 넣고 맛있게 먹었어요. 주말 한끼로 좋아요",2,2
1000052494018,상품평 보고  고기랑 야채 추가해서 먹었는데 마라 맛이 많이 부족한 순한맛 버전이네요.,0,0
1000052494018,맵긴한데 맛있게 먹었어요,2,2
1000052494018,자주 먹는거 편하게 싸게,2,2
1000052494018,재료 최악 고기덩어리 반 이상이 기름덩어리!! 신선한재료인지 모르나 구성재료는 먹을 수 있는 고기 넣으세요!!!,2,2
1000052494018,이거 소스 다 넣으면 짜서 추가적으로 재료를 더 넣어야 해요!',0,0
1000052494018,밖에서 마라샹궈 사먹을 바엔 이거 사먹는게 훨씬 나은듯 합니다! 이것저것 추가해서 진짜 맛있게 먹었어요ㅎㅎ,2,2
1000052494018,맛잇어요 재구매할거에요,2,2
1000052494018,늘 맛있게 잘먹고있어요~!,0,0
1000052494018,기대 없이 주문했는데 생각보다 맛있었어요. 대신 소스 꼭 다 넣지 마세요. 많이 짭니다. 저는 야채랑 버섯이랑 많이 추가해서 소스 하나 반정도 넣었는데도 짰어요. 꼭 소스 하나 먼저 짜서 볶아서 먹어보고 부족하면 조금씩 추가하세요.,0,0
1000052494018,잘먹고 있어요 맛도좋아요,2,2
1000052494018,파는 것보다 맛있어요,2,2
1000052494018,딩면이랑 버섯 추가해서 먹었는데 짜지않고 맛있었어요. 리뷰보고 고기 상태 걱정했었는데 다행이 무난한 상태로 왔습니다. 재구매 의사 있습니다,2,2
1000052494018,저는 마라 시리즈 좋아 하지 않네요,2,2
1000052494018,"잘받았습니다
감사합니다",2,2
1000052494018,몇번 사서 먹었는데 중독되는 맛이에요,2,2
1000052494018,양 적고 이런거구나 알수있는정도,2,2
1000052494018,늘 주문해서먹는거에요,2,2
1000052494018,구성. 선도 좋습니다,2,2
1000052494018,맛있어요 맛있어요 맛있어요,2,2
1000052494018,좋아요 잘 받았어요,2,2
1000052494018,가끔생각날때먹습니다,2,2
1000052494018,간단하게 해먹기 좋아요,2,2
1000052494018,담에 또 주문할게요,2,2
1000052494018,"당면 더 추가해먹었고, 먹기좋은 마라 맵기에요. 세진 않아요",0,0
1000052494018,두명에서 먹기엔 양은 적지만 맛있어요,2,2
1000052494018,"신선도: 숙주가 물러서 버림
맛: 소스가 너무 짜기만 하고 맛이 없음
가격: 내용물에 비해 비쌈",2,2
1000052494018,무거운물건 배송해서 좋아요~,2,2
1000052494018,"처음 구매해 봤는데 너무 맛있네요
재구매 하러 갑니다 ^^",2,2
1000052494018,마라맛이 강하고 그러지 않아서 입문자들이 먹기 좋을 것 같고 이번에 재구매 합니다,1,1
1000052494018,집에서 빠르게 만들어 먹을 수 있어요.,0,0
1000052494018,"채소 신선해서 좋았구요, 맛있다네요~
소고기는 기름많다는 리뷰보고 각오했었기 때문에 충격이 덜했습니다.
기름 3분의 1은 떼어냈구요, 양 채우느라 베이컨이랑 새우 살짝 추가했었어요.",0,0
1000052494018,"마라 초보에게도 딱 좋은 맛이에요.
간편하고요리하기도 쉬워요.
 좀 더 푸짐하게 드시려면 숙주나 알배추 청경채등을 추가로 넣으시면 좋을 것 같아요",1,1
1000052494018,매운데 맛있었어요 추천,2,2
1000052494018,늘 주문하는 상품이에요.,1,1
1000052494018,재료도 다 들어있고 조리만 하면되니 넘 편하고 맛있어요,2,2
